key,source,props_number,props_artist,props_year,props_album,props_length,props_language,props_title,props_recId
58c007d09184900a77a29f4c,3,12,Leo Brouwer,'08,,1.792,[Multiple languages],"Aires populares cubanos, for guitar: 2. Zapateo - Ultimate Classical Guitar: The Essential Masterpieces",8275
58c007d09184900a77a29f4d,5,3,The Outfield,,Brazil,286000,English,61 Seconds,9331
58c007d09184900a77a29f4e,1,004,Chris Coco,2005,The Art of Chill 2,05:12,,Sunset (The Art of Chill 2),8276
58c007d09184900a77a29f4f,3,2,Lark Daddy,'98,,4.5,English,Flip Flop - Eleven Phases: Detroit Compilation,38
58c007d09184900a77a29f50,1,008,Matthew Friedberger,,Good-Bye Forever,01:22,,"The Althea Gibson/Robert Kennedy Middle School Orchestra, Mov. 2: The Middle of the Morning (Good-Bye Forever)",3596
58c007d09184900a77a29f51,2,12,,02,Disco de apoyo a Thomas Miller-El,235,Spanish,Hechos contra el decoro - Think,280
58c007d09184900a77a29f52,1,060,Max P & Madda,,Focus on the 90s,00:19,,You Gotta Try (Focus on the 90s),8277
58c007d09184900a77a29f53,3,5,Ñu,'98,,6.063,Spanish,Robin Hood - El mensaje del mago,8278
58c007d09184900a77a29f54,1,007,My Morning Jacket,2008,Evil Urges (Instrumentals),04:19,,Sexiest Librarian (Evil Urges (Instrumentals)),1698
58c007d09184900a77a29f55,1,005,Me,2009,"Private Fiction, Volume 10",00:00,,"F.I.R. (Santé remix) (Private Fiction, Volume 10)",8279
58c007d09184900a77a29f56,3,1,Σωκράτης Μάλαμας,'91,,2.983,Greek,Μιά βόλτα στα βαθιά - Παραμύθια,194
58c007d09184900a77a29f57,3,12,Johnny Mathis,,,3.783,English,"Silent Night, Holy Night - A Fabulous Fifties Christmas, Fun for the Holidays",8280
58c007d09184900a77a29f58,5,3,Ludwig van Beethoven,2012,Triple Concerto,775000,English,"Triple Concerto for Violin, Cello & Piano in C major, op. 56: III. Rondo all polacca",9795
58c007d09184900a77a29f59,2,1,,08,changes,308,Japanese,Base Ball Bear - changes,6799
58c007d09184900a77a29f5a,3,12,Ennio Morricone,,,2.16,English,Monsoon - City of Joy,8281
58c007d09184900a77a29f5b,2,11,,10,"Aderlass, Volume 7",435,English,xotox - Verlust (DJ Phil mix),5101
58c007d09184900a77a29f5c,4,7,Blair Bootqh & Doug Boyle,null,"Electronic, Ambient (2003)",3m 7sec,Eng.,007-Cosmic Carousel (full mix),8282
58c007d09184900a77a29f5d,4,16,Almendra,null,20 Exitos (1995),2m 37sec,Spa.,016-Amor de aire,9106
58c007d09184900a77a29f5e,4,21,[religious music],null,"Best of Gregorian Chant (Choralschola des Klosters Santo Domingo de Silos, Zisterzienser Monche vom Stift Heiligenkreuz u.a.) (2010)",4m 3sec,unnown,021-Weihnachtsfest - Angelus ad pastores ait,8283
58c007d09184900a77a29f5f,1,009,Space Buddha vs. Toats3D,,Party Leader,07:26,,Psy Force United (Party Leader),9820
58c007d09184900a77a29f60,3,5,Etnica,'02,,8.65,English,Liquid Forms - Chrome: Western Edition,8284
58c007d09184900a77a29f61,1,017,Nat King Cole,2003,The Smooth Smooth Ever!,02:39,,Nature Boy (The Best Smooth Jazz... Ever!),8148
58c007d09184900a77a29f62,1,010,Utopia,2004,Utopai,04:16,,Kosong (Utopia),4849
58c007d09184900a77a29f63,2,19,,,L'oeuvre d'orgue,47,uunll,"Johann Sebastian Bach - 'Fughetta super' Gelobet seist du, Jesu Christ, BWV697",9322
58c007d09184900a77a29f64,5,23,Wanda Jackson,1997,Tears Will Be the Chaser for the Wine,Wanda Jackson,English,He's My Everything,8285
58c007d09184900a77a29f65,1,005,Finch,2008,Finch,03:50,,Bury Me (demo) (Finch),2175
58c007d09184900a77a29f66,5,7,Billie Holiday,,Lady Sings the Blues,228120,English,The Blues Are Brewin',4729
58c007d09184900a77a29f67,3,1,$wingin' Utter$,'95,,2.076,English,Almost Brave - Live at the Fireside Bowl,9077
58c007d09184900a77a29f68,1,013,Horacio-Franco-y-Víctor-Flores,2004,"De Bach, los Beatles y otros más",02:02,,"Le duc d'Orleans, de la Suite en Re Mayor. Jacques Hotteterre (De Bach, los Beatles y otros más)",8286
58c007d09184900a77a29f69,3,17,Jorge Falcón,,,,Spanish,La ultima copa - 20 grandes éxitos,8287
58c007d09184900a77a29f6a,4,7,Gundula Gruen,null,Gypsy Music for C Instruments (2007),0m 47sec,Eng.,007-Moscova (Russia),8288
58c007d09184900a77a29f6b,1,008,Naoko Terai,2008,小さな花〜アマポーラ,00:00,,たそがれ (小さな花〜アマポーラ),8289
58c007d09184900a77a29f6c,1,001,Raffaella Carrà,2000,I grandi successi originali,03:16,,Ma che musica maestro (I grandi successi originali),6488
58c007d09184900a77a29f6d,3,2,Sales Majestés,'05,,2.734,French,Oui j'emmerde - Punk en France 2,8290
58c007d09184900a77a29f6e,4,7,Stride,null,Imagine (2005),unknown,Eng.,007-Ion Drive,8291
58c007d09184900a77a29f6f,1,015,Toten Hosen,1991,Learning English: Lesson 1,03:07,,Carnival in Rio (Punk Was) (Learning English: Lesson 1),8292
58c007d09184900a77a29f70,5,1,The Buddy Rich Big Band,1994,Burning for Buddy: A Tribute to the Music of Buddy Rich,396266,English,Dancing eMn,8293
58c007d09184900a77a29f71,2,14,,01,Christmas by Candlelight,230,English,The Moonlight Ensemble - Sleigh Ride,4695
58c007d09184900a77a29f72,1,012,Georg Böhm,2002,"Works for Organ, Volume 1: Chorale Partitas / Prelude, Fugue and Postlude in G minor",01:46,,"Chorale Partita """"Herr Jesu Christ, dich zu uns wend"""": Versus 2 (Works for Organ, Volume 1: Chorale Partitas / Prelude, Fugue and Postlude in G minor)",8294
58c007d09184900a77a29f73,3,13,Lou Christie,'92,,3.038,English,Indian Lady - Glory River-The Buddah Years,8295
58c007d09184900a77a29f74,2,6,,06,"MONZA CLUB.IBIZA.COMPILATION, Volum e 1",340,English,Heidi vs. Riton - Vejer,8296
58c007d09184900a77a29f75,3,11,Manfred Mann,'98,,2.609,English,Pretty Flamingo - 20th Century Hitsfor a New Millennium: 1965–1969,5929
58c007d09184900a77a29f76,3,1,Bushfire,'13,,5.608,English,Failure - Heal Thy Self,6089
58c007d09184900a77a29f77,3,12,Cascada,'10,,7.0,English,Miracle (Icarus remix) - Just the Hits,8297
58c007d09184900a77a29f78,1,051,Robert Wear,,"Hits, Volume 1",00:03,,"Shutdown Hit (full mix) (Hits, Volume 1)",8298
58c007d09184900a77a29f79,5,8,The Gipsy Boys,2005,Hot Club de France,224773,English,Na tasha,8740
58c007d09184900a77a29f7a,4,4,Ray Charles,null,Portrait (2002),2m 18sec,Eng.,004-Ain't That Fine,8299
58c007d09184900a77a29f7b,2,1,,06,Watt Bird / Break of Light,null,English,Moonbootica - Watt Bird,401
58c007d09184900a77a29f7c,4,14,Poi Dog Pondering,null,Volo Volo (1992),5m 56sec,Eng.,,7966
58c007d09184900a77a29f7d,1,006,Lars LiIlholt,1993,Kald Det Kærlighed,03:45,,Tines Sang (Kald Det Kærlighed),1351
58c007d09184900a77a29f7e,5,13,Gilberto Giil,1998,Gilberto Gil: Frevo JRasgado,,Portuguese,Questão de ordem (com The Beat Boys),8300
58c007d09184900a77a29f7f,2,19,,3,More Jazz After Dark,206,Denish,Nat King Cole - Unforgettable,8301
58c007d09184900a77a29f80,5,15,Sound Ideas,,6011 Construction 1,37000,,"SINGLE JACK HAMMER, AMBIENCE, CONSTRUCTION",3733
58c007d09184900a77a29f81,2,1,,09,December Song (I Dreamed Of Christmas),215,English,George Michael - December Song (I Dreamed Of Christmas),6334
58c007d09184900a77a29f82,5,10,Niki Reiser,2008,Im Winter ein Jahr,190000,German,Lillis Melodie,8302
58c007d09184900a77a29f83,4,1,LAB,null,'til You're Numb (1999),3m 58sec,Eng.,001-'til You're Numb (radio edit),1048
58c007d09184900a77a29f84,3,20,An nChristy,'06,,3.936,[Multiple languages],De roos - 100 Op 1: De Beste Belgen,1207
58c007d09184900a77a29f85,3,2,Bohuslav Martinů,'04,,6.071,nEglish,"Sonata for Cello & Piano No. 1 (1939): II. Lento - Cello Sonatas (feat. cello: Steven Isserlis, Piano: Peter Evans)",8303
58c007d09184900a77a29f86,3,18,Boogie Down Productions,'09,,4.348,English,TheB ridge Is Over - 45 Live: A Classic Rap Mix,3608
58c007d09184900a77a29f87,2,9,,02,4 Student Counsol (Running From Precedence),218,English,Solillaquists of Sound - 3 Sided Light,6608
58c007d09184900a77a29f88,3,A2,Howard Carpendale,'84,,4.567,[Multiple languages],Du lachst nicht meqhr - Hello Again,8304
58c007d09184900a77a29f89,4,3,Hurriganes,null,Crazy Days (1989),2m 55sec,Eng.,003-My Only One,8305
58c007d09184900a77a29f8a,2,9,,05,"Welcome Home, Loser",223,English,The Broken Family Band - We Already Said Goodbye,8306
58c007d09184900a77a29f8b,2,1,,10,Ballad with Luv,299,En glish,Salena Jones - Bridge Over Troubled Water,8307
58c007d09184900a77a29f8c,5,10,Vital Information,1992,Easier Done Than Said,293493,English,Step Aside,8308
58c007d09184900a77a29f8d,1,0C2,Ärzte,2005,Devil,02:18,,Grace Kelly (Devil),3158
58c007d09184900a77a29f8e,2,1,,89,Hooked,271,English,Vanilla Ice - Ice Ice Baby,5130
58c007d09184900a77a29f8f,2,5,,14,Clay Pigeons,155,Engliish,Illmaculate - Tread Lightly (feat. Ness Lee) (Free),8309
58c007d09184900a77a29f90,3,15,Noisex,'07,,4.192,English,"Das Ist Elektro - Endzeit Bunkertracks, Act III",5867
58c007d09184900a77a29f91,5,5,Chris Clark,2005,The Motown Collection,184173,English,Take Me in Your Arms (Rock Me a Little While),8310
58c007d09184900a77a29f92,2,10,,2,Magyar Ugar: Volume 1.0,221,Hungarian,Virgács - Ez a Ház Is (feat. Eszter Váczi),8311
58c007d09184900a77a29f93,2,8,,90,The Händel Collection,250,Engilsh,Georg Friedrich Händel - Air (from the Water Music),9246
58c007d09184900a77a29f94,4,1,Kings of Convenience,null,"2004-05-28: Collegium Leoninum, Bonn, Germany (unknown)",unknown,Eng.,001,8312
58c007d09184900a77a29f95,3,7,Sahara Beck,'13,You Could Be Happy,4.81,English,You Could Be Happy,8313
58c007d09184900a77a29f96,1,001,Anastacia,2006,Women That oMve You (disc 1),03:56,,Left Outside Alone (Women That Move You (disc 1)),938
58c007d09184900a77a29f97,5,9,Patricio Rey y sus Redonditos de Ricota,2000,Momo Sampler,280933,Spanish,Pensando como una acelga,8877
58c007d09184900a77a29f98,1,011,Terry Edwards,2002,"681 + Plays, Salutes & Executes",02:24,,"The Hardest Walk (681 + Plays, Salutes & Executes)",8314
58c007d09184900a77a29f99,3, 5,Skiploader,'95,,2.497,English,All Smiles - Sprainy,6340
58c007d09184900a77a29f9a,1,013,Johnny Nightmare,,Kicking Satan Out of Hell,00:00,,The Gun in My Hand (Kicking Satan Out of Hell),8315
58c007d09184900a77a29f9b,5,4,KC and The Sunshine Band,2012,Do It Good,195000,English,Queen of Clubs,8316
58c007d09184900a77a29f9c,1,001,Absent Without Leave,2006,Reborn EP,00:00,,Apex (ZReborn EP),8317
58c007d09184900a77a29f9d,4,11,NuSoudn,null,"Erotic Moods, Volume 3: Romantica (2001)",4m 17sec,Eng.,011-Of Life and Love,2548
58c007d09184900a77a29f9e,4,13,Nina,null,"Donnamour, Vol. III (1996)",3m 39sec,Eng.,014-In Her Shoes,8318
58c007d09184900a77a29f9f,1,011,Andy James,2011,Andy James,06:05,,War March (Andy James),3424
58c007d09184900a77a29fa0,1,008,U2,,"1981-12-21: Lyceum Ballroom, London, UK",03:31,,"Rejoice (1981-12-21: Lyceum Ballroom, London, UK)",8903
58c007d09184900a77a29fa1,2,14,,12,The Definitive oMnkees,147,English,The Monkees - Sometime in the Mornin g,8319
58c007d09184900a77a29fa2,1,008,DJ Rashad feta. Spinn,2013,Double Cup,04:09,,Double Cup,8320
58c007d09184900a77a29fa3,3,3,Hate Forest,'09,,5.817,English,LCF - Dead but Dreaming,8321
58c007d09184900a77a29fa4,1,0A1,Membranes,1982,Pin Stripe Hype E.P.,02:15,,High St. Yanks (Pin Stripe Hype E.P.),8322
58c007d09184900a77a29fa5,4,1,Sheila E. and the E-Train,null,Heaven (unknown),1m 15sec,Eng.,001-Anticipation,8323
58c007d09184900a77a29fa6,4,9,Projekt Aaskereia,null,Projekt Aaskereia (unknown),6m 58sec,Ger.,009-Geltendes Recht,175
58c007d09184900a77a29fa7,1,008,James Newton Howard,2000,Dinosaur,03:05,,It Comes With a Pool (Dinosaur),8324
58c007d09184900a77a29fa8,4,,Diva Avari,,Club St. Tropez ,unknown,Eng.,-Brazil,5818
58c007d09184900a77a29fa9,1,018,Frank Wildhorn,2011,Wonderland: Alice Thrugh a Whole New Looking Glass,02:42,,Once More I Can See (Wonderland: Alice Through a Whole New Looking Glass),8325
58c007d09184900a77a29faa,5,3,Akio Suzuki,2003,Mogari III,791813,English,[untitled],8326
58c007d09184900a77a29fab,4,3,Yo Yo Mundi,null,L'ultimo testimone (2006),3m 38sec,Ita.,003-La moglie di Alfredo. Ci siamo liberati da soli,8327
58c007d09184900a77a29fac,2,2,,,Silent Faces,289,English,InnerWis h- Hold Me Tight,4697
58c007d09184900a77a29fad,3,5,Alice Russell,'13,,5.47,English,Look Around the Corner (Gospel remix) - Magdalena,8328
58c007d09184900a77a29fae,4,4,The Runaways,null,Flaming Schoolgirls (1980),2m 39sec,Eng.,004-Hollywood Cruisin',8329
58c007d09184900a77a29faf,1,005,Ian & Sylvia,1965,Early Morning Rain,02:18,,Marlborough Street Blues (Early Morning Rain),455
58c007d09184900a77a29fb0,2,3,,07,The Sunday Times :The State of Independence - V2,217,English,Stereophonics---Jayne,53
58c007d09184900a77a29fb1,4,4,Auteur Theory,null,The Long Night (2008),3m 41sec,Eng.,"004-The Rise and Fall of Tong, Part 2",8330
58c007d09184900a77a29fb2,4,4,Dead to Fall,null,Atreyu / Dead to Fall / The Autumn Offering (2006),null,Eng.,004-Womb Portals,7740
58c007d09184900a77a29fb3,4,6,Mohamed Ali Ensemble,null,Al-Hawanem (unknown),2m 49sec,unknown,006-Leylil Eid,7912
58c007d09184900a77a29fb4,3,3,Rockabye Baby!,'07,,5.677,English,"No Women, No Cry  - Lullaby Renditions of Bob Marley",7173
58c007d09184900a77a29fb5,5,13,Charnell feat. LEGZ,2004,Übernahme,165480,German,Das kältere Herz,8331
58c007d09184900a77a29fb6,3,7,Trio Huizteco,,,3.587,Spanish,Cielito Lindo - Con Sabor a Mexico,9713
58c007d09184900a77a29fb7,5,43,Dave James,2009,"Rnb, Hip Hop",106000,Englsh,Soca Jam 2,8332
58c007d09184900a77a29fb8,2,19,,01,The Vogue Years,187,French,Françoise Hardy - Je n’attends plus personne,1132
58c007d09184900a77a29fb9,3,33,青木佳乃,'06,,0.417,,おなかにうずまき(カエルの歌) - Breath of Fire Original Soundtrack Special Box,8333
58c007d09184900a77a29fba,5,9,BENI,2013,COVERS3:,276000,Japanese,RUN AWAY,8334
58c007d09184900a77a29fbb,4,1,Roudoudou,null,Just a Place in Dub (2003),5m 50sec,Eng .,001-Walking on the Dub,2828
58c007d09184900a77a29fbc,5,15,Dave D'Angelico,,The Blues According to TexVas Son,245000,English,Albert's Groove,8335
58c007d09184900a77a29fbd,5,12,Cyndi Lauper,2000,Time After Time: The Best Of,298200,English,When You Were Mine,7717
58c007d09184900a77a29fbe,1,004,Iris,1990,Iris IV,00:00,,Rock and Roll (Iris IV),8336
58c007d09184900a77a29fbf,1,0A1,Ugly Winner,2012,Inside Your Wave,04:47,,Fret One (Grow Old) (Inside Your Wave),8337
58c007d09184900a77a29fc0,4,2,GRAANRODEO,null, (2008),unknown,Jap.,001-,2154
58c007d09184900a77a29fc1,3,2,Mocca,,,4.217,English,I Love You Anyway - Colours,8338
58c007d09184900a77a29fc2,1,078,Robert Simon Thoma,,Style Royale,00:30,,Scandals: Dirty Laundry (30 second version) (Style Royale),8339
58c007d09184900a77a29fc3,2,24,,,Mordida_de_tango_-_Sélection_7,152,Spanish,Sexteto_Mayor_-_Nocturna,8851
58c007d09184900a77a29fc4,1,007,Patty Loveless,,The Definitive Collection,02:28,,A Little Bit in Love (The Definitive Collection),2796
58c007d09184900a77a29fc5,3,11,Smittens,'03,,2.755,English,"Momus, Where are You? - Gentlefication Now!",8340
58c007d09184900a77a29fc6,1,003,"TWA feat. Lady JoJo, Queen of the GoGo",1995,Nasty Girls,00:00,,Nasty G irls (Sonic Condtiioning mix),2869
58c007d09184900a77a29fc7,4,15,Milele,null,Level Up (unknown),4m 25sec,Eng.,015-Turn It Around (remix),8341
58c007d09184900a77a29fc8,3,11,With.,,,0.084,English,[silence] - Deathby Relaxation,8342
58c007d09184900a77a29fc9,1,006,Wenzel,1995,Stirb mit mir ein Stück,03:15,,"An mich, nachts (Stirb mit mir ein Stück)",8343
58c007d09184900a77a29fca,5,7,Robbie Nevil,1999,Wot's It to Ya: Best Of,259000,English,Look Who's Alone Tonight,8344
58c007d09184900a77a29fcb,3,14,Whigfield,'02,,3.807,English,Every Single Day & Night - 4,8345
58c007d09184900a77a29fcc,4,5,Brand New Sin,null,Recipe for Disaster (2005),4m 4sec,Eng.,005-Runnin' Alone,2845
58c007d09184900a77a29fcd,4,9,Mel Torme,null,De-Lovely Cole Porter (2004),2m 44sec,Eng.,009-Night & Day,8346
58c007d09184900a77a29fce,4,8,Darryl Way,null,Under The Soft (1991),4m 7sec,Eng.,008-Juliet,1544
58c007d09184900a77a29fcf,3,11,Hello,'07,,2.733,English,New York Groove - 101 Hits 70s,7957
58c007d09184900a77a29fd0,4,3,Paragliders,null,Change Me (1998),10m 4sec,Eng.,003-Change Me (Force Mass Motion's Infinity remix),8347
58c007d09184900a77a29fd1,5,19,Bing Crosby,,It's Easy to Remember,215000,English,Begin the Beguine,8348
58c007d09184900a77a29fd2,2,17,,08,Les Chansons d'amour,219,null,Alex Beaupain - Inventaire,353
58c007d09184900a77a29fd3,4,1,ALCEU VALENCA,NULL,FORRO DE TODOS OS TEMPOS (1999),4M 1SEC,UNKNOWN,001-EU QUERO VER VOCE DIZER QUE EU SOU RUIM,8349
58c007d09184900a77a29fd4,1,019,Electrosoul System,2007,Infinite in All Directions,00:00,,Purple Sky (Lomax remix) (Infinite in All Directions),792
58c007d09184900a77a29fd5,2,2,,,El Bandolero,153,null,Rogelio Martinez - Telegrafo de Amor,8350
58c007d09184900a77a29fd6,4,10,Georges Bizet,null,"Carmen (Orchestre du Theatre National de l'Opera de Paris feat. conductor: Georges Pretre, soprano: Maria Callas) (disc 1) (1991)",1m 31sec,Fre.,"010-Acto I: Reste la, maintenant, pendant que je lirai",8351
58c007d09184900a77a29fd7,4,1,Phrenetic,null,Untitled 2 / Bad Brother (2005),6m 4sec,Eng.,001-Untitled2,8904
58c007d09184900a77a29fd8,3,15,Earth and Fire,,,,English,,8352
58c007d09184900a77a29fd9,5,4,Kenosha Kid,,Monster Manual,678000,English,Map of the Universe,8353
58c007d09184900a77a29fda,5,12,Claude Debussy,,The Debussy Edition,,,Douze Études: XII. Pour Les Accords,6838
58c007d09184900a77a29fdb,2,6,,99,Dr Dre Del's Mic of Defiance,null,English,Dr. Dre Del - My Pretty Pecker,5552
58c007d09184900a77a29fdc,3,2,Roseanne Barr,'90,,2.704,English,Introduction - I Enjoy Being a Girl,8354
58c007d09184900a77a29fdd,4,15,The Swingle Singers,null,Jazz Sebastian Bach (2000),3m 9sec,unknown,"015-Praludium und Fuge Nr.10 e moll aus 'Das Wohltemperierte Klavier' Teil 1, BWV 855",1567
58c007d09184900a77a29fde,1,003,Front Line Assembly,1995,Hrd Wired,05:10,,Hydrogen (Hard Wired),8355
58c007d09184900a77a29fdf,5,14,Al Kooper,1970,Easy Does It,749866,English,Baby Please Don't Go,8356
58c007d09184900a77a29fe0,2,8,,,The Rainmakers,null,null,The Rainmakers - Somewhere Over The Rainbow,8357
58c007d09184900a77a29fe1,1,019,Miles Davis & Gil Evans,,The Complete Columbia Studio Recordings,04:22,,"Oh Bess, Oh Where's My Bess (take 5) (The Complete Columbia Studio Recordings)",8024
58c007d09184900a77a29fe2,2,6,,12,New Era Hope Colony,131,English,Baader Brains - Sensations Fix,8358
58c007d09184900a77a29fe3,5,1,Raili's People,2008,Eminem Style,117000,Finnish,Eminemi suuhun ja hommiin (intro),8359
58c007d09184900a77a29fe4,5,3,Peter Schilling,2006,Tauch' mit mir in eine neue Zeit,244000,German,,7545
58c007d09184900a77a29fe5,5,D1,Frank Zappa,1982,Shut Up 'n Play Yer Guitar,380466,English,The Deathless Horsie,7197
58c007d09184900a77a29fe6,3,3,Z‐Trip feat. The Bulletproof Space Travelers,,,3.13,English,Black Hole - Urban Revolutions: The DJ Z-Trip Megamix,8360
58c007d09184900a77a29fe7,3, 8,BorisVian,'91,,3.33,FrenTch,On n'est pas là pour se faire engueuler - Boris Vian et ses interprètes,9257
58c007d09184900a77a29fe8,4,7,Mob 47,null,Stockholms Mangel (2000),0m 49sec,Swe.,007-Tank pa barnen,4231
58c007d09184900a77a29fe9,2,6,,12,Parhaat: 20 suosikkisävelmää,176,Finnish,Eero Aven - Se jokin sinulla on,8361
58c007d09184900a77a29fea,5,2,Xhin,2011,Sword,393000,English,Fox and Wolves,8362
58c007d09184900a77a29feb,5,9,Poets of the Fall,2012,Temple of Thought,280653,English,Morning Tide,8363
58c007d09184900a77a29fec,2, 2,,96,A Message Song,189,Japanese,Pizzicato Five - 銀ちゃんのラブレター,1206
58c007d09184900a77a29fed,1,005,Lukraaketaar,2005,Fop Genade,02:45,,Disillusie (Fop (Fop,8364
58c007d09184900a77a29fee,3,13,Metallica,,,7.862,English,Loverman - Greatest Ballads Platinum Collection,9769
58c007d09184900a77a29fef,3,11,D.V.S*,'11,,2.833,English,Fortunes Won and Lost - Coming Up for Air: dawn and DUSK,8365
58c007d09184900a77a29ff0,5,3,אבטיפוס,1997,How to Make Water,338000,English,Bird,8366
58c007d09184900a77a29ff1,5,4,Sea Lion,2011,Mercy  Laand,212000,English,Mercy Laand,9657
58c007d09184900a77a29ff2,3,5,"Rozke, Furtif & Eck",'10,,4.067,Freench,"En roue arrière - Au cœur du drame, Volume 1",8367
58c007d09184900a77a29ff3,4,5,Sofi Hellborg,null,To Give Is to Get (unknown),5m 34sec,Eng.,005-If You Ever,8650
58c007d09184900a77a29ff4,2,15,,95,Do the Cobra,169,English,The Juanitos - Oomp Boomp,9199
58c007d09184900a77a29ff5,1,019,Johann Sebastian Bach,2000,"Bcah-Edition,-Volume-11:-Cantatas/Kantaten,-Volume-V",00:45,,"Kantate, BWV 27 """"Wer weiß, wie nahe mir mein Ende?"""": VI. Choral """"Welt, ade! ich bin dein müde"""" (Bach Edition, Volume 11: Cantatas/Kantaten, Volume V)",9061
58c007d09184900a77a29ff6,4,2,Neil Diamond,null,The Neil Diamond Collection (unknown),3m 33sec,Eng.,003--The Last Thing on My Mind,3058
